id,speaker_id,event_id,presentation_titles,stage_order
99,61,99,CRISPR and Gene Editing: Ethical Implications and Innovations,1
99,69,99,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
99,57,99,How AI Is Reshaping the Innovation Landscape,1
99,14,99,Exploring Renewable Energy: Advances in Solar and Wind Power,1
99,54,99,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
99,53,99,Startup Survival: Scaling from Idea to Execution,1
99,29,99,How Social Media Shapes Modern Psychology,1
99,1,99,The Impact of Wearable Tech on Personal Fitness Goals,1
99,26,99,Building Resilient Teams: Lessons from Sports Leadership,1
99,13,99,The Role of Dopamine in Motivation and Behavior,1
99,25,99,The Rise of FinTech: Transforming Financial Services,1
99,52,99,The Role of 5G in Bridging the Digital Divide,1
99,8,99,Leveraging Social Media for Business Growth in 2024,1
100,40,100,How AI Is Reshaping the Innovation Landscape,1
100,16,100,Debunking Fitness Myths: What Really Works?,1
100,23,100,Decoding Personal Finance: From Budgeting to Investments,1
100,58,100,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
100,9,100,The Science of Sleep: How It Affects Productivity and Longevity,1
100,7,100,The Rise of FinTech: Transforming Financial Services,1
100,8,100,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
100,70,100,The Rise of FinTech: Transforming Financial Services,1
100,57,100,How AI Is Reshaping the Innovation Landscape,1
