id,user_id,event_id,ticket_price,payment_method,status,date
13920,1444,50,500,Debit Card,accepted,2020-06-16
13921,615,50,500,Cash,accepted,2020-06-16
13922,89,50,500,Paypal,accepted,2020-06-16
13923,67,50,0,Paypal,accepted,2020-06-16
13924,890,50,0,Paypal,accepted,2020-06-16
13925,226,50,500,Cash,accepted,2020-06-16
13926,1677,50,200,Cash,accepted,2020-06-16
13927,1253,50,200,Debit Card,accepted,2020-06-16
13928,1578,50,500,Paypal,accepted,2020-06-16
13929,2314,50,500,Paypal,accepted,2020-06-16
13930,1544,50,0,Cash,accepted,2020-06-16
13931,2100,50,0,Cash,accepted,2020-06-16
13932,1857,50,500,Paypal,accepted,2020-06-16
13933,951,50,0,Debit Card,accepted,2020-06-16
13934,1387,50,500,Paypal,accepted,2020-06-16
13935,2103,50,0,Cash,rejected,2020-06-16
13936,613,50,200,Cash,accepted,2020-06-16
13937,1151,50,200,Cash,accepted,2020-06-16
13938,674,50,0,Debit Card,rejected,2020-06-16
13939,2035,50,500,Cash,rejected,2020-06-16
13940,92,50,500,Paypal,accepted,2020-06-16
13941,1978,50,200,Paypal,rejected,2020-06-16
13942,1425,50,500,Paypal,accepted,2020-06-16
13943,610,50,500,Cash,accepted,2020-06-16
13944,1823,50,200,Cash,accepted,2020-06-16
13945,116,50,500,Paypal,accepted,2020-06-16
13946,427,50,0,Cash,rejected,2020-06-16
13947,1086,50,0,Debit Card,rejected,2020-06-16
13948,1925,50,500,Paypal,rejected,2020-06-16
13949,1781,50,500,Cash,accepted,2020-06-16
13950,926,50,500,Cash,accepted,2020-06-16
13951,1489,50,200,Cash,rejected,2020-06-16
13952,1184,50,500,Cash,rejected,2020-06-16
13953,906,50,0,Debit Card,accepted,2020-06-16
13954,819,50,200,Debit Card,rejected,2020-06-16
13955,809,50,0,Paypal,accepted,2020-06-16
13956,32,50,200,Cash,accepted,2020-06-16
13957,1953,50,200,Paypal,accepted,2020-06-16
13958,1810,50,200,Paypal,accepted,2020-06-16
13959,603,50,0,Cash,accepted,2020-06-16
13960,373,50,200,Cash,accepted,2020-06-16
13961,2301,50,200,Cash,rejected,2020-06-16
13962,1009,50,0,Cash,accepted,2020-06-16
13963,739,50,200,Paypal,accepted,2020-06-16
13964,2077,50,200,Paypal,accepted,2020-06-16
13965,217,50,500,Paypal,accepted,2020-06-16
13966,616,50,200,Cash,accepted,2020-06-16
13967,1797,50,200,Cash,accepted,2020-06-16
13968,1892,50,200,Paypal,accepted,2020-06-16
13969,1426,50,0,Cash,rejected,2020-06-16
13970,1908,50,0,Cash,accepted,2020-06-16
13971,1089,50,500,Cash,accepted,2020-06-16
13972,265,50,0,Cash,rejected,2020-06-16
13973,2168,50,500,Cash,accepted,2020-06-16
13974,1164,50,0,Cash,accepted,2020-06-16
13975,798,50,0,Debit Card,accepted,2020-06-16
13976,521,50,200,Paypal,rejected,2020-06-16
13977,647,50,0,Debit Card,accepted,2020-06-16
13978,1033,50,0,Debit Card,accepted,2020-06-16
13979,1942,50,500,Debit Card,accepted,2020-06-16
13980,1516,50,200,Cash,accepted,2020-06-16
13981,2114,50,500,Cash,accepted,2020-06-16
13982,2452,50,0,Cash,accepted,2020-06-16
13983,638,50,0,Paypal,accepted,2020-06-16
13984,1438,50,500,Cash,accepted,2020-06-16
13985,1019,50,0,Paypal,accepted,2020-06-16
13986,1376,50,200,Cash,rejected,2020-06-16
13987,105,50,0,Cash,rejected,2020-06-16
13988,1969,50,500,Paypal,accepted,2020-06-16
13989,2296,50,500,Paypal,accepted,2020-06-16
13990,1532,50,500,Paypal,accepted,2020-06-16
13991,1049,50,200,Cash,rejected,2020-06-16
13992,1177,50,200,Paypal,accepted,2020-06-16
13993,2141,50,200,Cash,rejected,2020-06-16
13994,1560,50,500,Debit Card,accepted,2020-06-16
13995,1661,50,500,Cash,accepted,2020-06-16
13996,1601,50,0,Cash,accepted,2020-06-16
13997,547,50,500,Cash,rejected,2020-06-16
13998,152,50,200,Cash,accepted,2020-06-16
13999,754,50,200,Paypal,accepted,2020-06-16
14000,341,50,500,Cash,accepted,2020-06-16
14001,378,50,200,Cash,accepted,2020-06-16
14002,1619,50,500,Debit Card,accepted,2020-06-16
14003,1975,50,200,Debit Card,rejected,2020-06-16
14004,1161,50,500,Cash,accepted,2020-06-16
14005,274,50,500,Debit Card,accepted,2020-06-16
14006,916,50,500,Paypal,accepted,2020-06-16
14007,1443,50,0,Debit Card,rejected,2020-06-16
14008,1524,50,0,Cash,accepted,2020-06-16
14009,1199,50,200,Cash,accepted,2020-06-16
14010,161,50,0,Cash,accepted,2020-06-16
14011,761,50,500,Cash,accepted,2020-06-16
14012,189,50,0,Cash,accepted,2020-06-16
14013,706,50,200,Cash,accepted,2020-06-16
14014,144,50,0,Paypal,accepted,2020-06-16
14015,662,50,200,Debit Card,accepted,2020-06-16
14016,2490,50,500,Cash,rejected,2020-06-16
14017,2081,50,200,Paypal,accepted,2020-06-16
14018,1584,50,0,Paypal,accepted,2020-06-16
14019,463,50,0,Debit Card,accepted,2020-06-16
14020,563,50,0,Cash,accepted,2020-06-16
14021,432,50,200,Paypal,accepted,2020-06-16
14022,1108,50,200,Paypal,accepted,2020-06-16
14023,1296,50,200,Debit Card,accepted,2020-06-16
14024,611,50,200,Cash,accepted,2020-06-16
14025,873,50,200,Cash,rejected,2020-06-16
14026,259,50,200,Cash,rejected,2020-06-16
14027,893,50,0,Debit Card,accepted,2020-06-16
14028,1596,50,200,Cash,accepted,2020-06-16
14029,834,50,500,Cash,accepted,2020-06-16
14030,1735,50,200,Paypal,accepted,2020-06-16
14031,1252,50,200,Paypal,accepted,2020-06-16
14032,1958,50,0,Debit Card,accepted,2020-06-16
14033,301,50,0,Cash,accepted,2020-06-16
14034,1519,50,500,Debit Card,accepted,2020-06-16
14035,2238,50,500,Cash,accepted,2020-06-16
14036,2377,50,200,Debit Card,accepted,2020-06-16
14037,1330,50,200,Debit Card,accepted,2020-06-16
14038,137,50,500,Paypal,rejected,2020-06-16
14039,126,50,0,Cash,accepted,2020-06-16
14040,1962,50,200,Cash,accepted,2020-06-16
14041,927,50,0,Cash,accepted,2020-06-16
14042,57,50,200,Paypal,rejected,2020-06-16
14043,2008,50,0,Debit Card,accepted,2020-06-16
14044,1194,50,500,Debit Card,rejected,2020-06-16
14045,1703,50,200,Cash,accepted,2020-06-16
14046,2319,50,0,Cash,accepted,2020-06-16
14047,1691,50,0,Cash,accepted,2020-06-16
14048,1731,50,200,Debit Card,accepted,2020-06-16
14049,1511,50,500,Cash,rejected,2020-06-16
14050,142,50,0,Cash,accepted,2020-06-16
14051,2223,50,500,Cash,accepted,2020-06-16
14052,2055,50,0,Debit Card,rejected,2020-06-16
14053,2085,50,500,Cash,rejected,2020-06-16
14054,718,50,500,Cash,accepted,2020-06-16
14055,377,50,0,Paypal,rejected,2020-06-16
14056,654,50,200,Cash,accepted,2020-06-16
14057,1724,50,200,Paypal,accepted,2020-06-16
14058,2086,50,500,Debit Card,accepted,2020-06-16
14059,1631,50,200,Paypal,rejected,2020-06-16
14060,1617,50,500,Paypal,accepted,2020-06-16
14061,1951,50,500,Cash,accepted,2020-06-16
14062,1034,50,0,Debit Card,accepted,2020-06-16
14063,206,50,0,Cash,accepted,2020-06-16
14064,2005,50,500,Paypal,accepted,2020-06-16
14065,1562,50,200,Cash,accepted,2020-06-16
14066,1513,50,500,Cash,accepted,2020-06-16
14067,1481,50,500,Paypal,accepted,2020-06-16
14068,462,50,500,Debit Card,accepted,2020-06-16
14069,2450,50,0,Cash,accepted,2020-06-16
14070,315,50,0,Cash,rejected,2020-06-16
14071,2438,50,500,Debit Card,accepted,2020-06-16
14072,44,50,500,Cash,accepted,2020-06-16
14073,2395,50,0,Debit Card,accepted,2020-06-16
14074,759,50,500,Debit Card,rejected,2020-06-16
14075,1728,50,0,Paypal,accepted,2020-06-16
14076,166,50,0,Cash,accepted,2020-06-16
14077,2432,50,500,Debit Card,rejected,2020-06-16
14078,1607,50,500,Cash,rejected,2020-06-16
14079,2327,50,0,Cash,accepted,2020-06-16
14080,1830,50,200,Debit Card,accepted,2020-06-16
14081,1992,50,200,Paypal,accepted,2020-06-16
14082,1932,50,500,Cash,accepted,2020-06-16
14083,515,50,500,Cash,accepted,2020-06-16
14084,2351,50,500,Debit Card,accepted,2020-06-16
14085,316,50,500,Debit Card,accepted,2020-06-16
14086,1070,50,0,Paypal,accepted,2020-06-16
14087,2197,50,500,Debit Card,accepted,2020-06-16
14088,1909,50,500,Paypal,rejected,2020-06-16
14089,2298,50,200,Debit Card,accepted,2020-06-16
14090,157,50,0,Cash,accepted,2020-06-16
14091,2089,50,200,Cash,accepted,2020-06-16
14092,2344,50,0,Debit Card,rejected,2020-06-16
14093,104,50,200,Debit Card,accepted,2020-06-16
14094,1340,50,200,Cash,accepted,2020-06-16
14095,949,50,0,Debit Card,accepted,2020-06-16
14096,678,50,0,Debit Card,accepted,2020-06-16
14097,2231,50,0,Debit Card,accepted,2020-06-16
14098,2462,50,0,Cash,rejected,2020-06-16
14099,1879,50,500,Debit Card,accepted,2020-06-16
14100,701,50,200,Cash,rejected,2020-06-16
14101,2329,50,0,Cash,accepted,2020-06-16
14102,1754,50,500,Debit Card,accepted,2020-06-16
14103,1706,50,0,Paypal,rejected,2020-06-16
14104,1293,50,0,Paypal,accepted,2020-06-16
14105,877,50,500,Cash,accepted,2020-06-16
14106,2485,50,0,Paypal,accepted,2020-06-16
14107,1289,50,500,Cash,accepted,2020-06-16
14108,2116,50,0,Cash,accepted,2020-06-16
14109,1241,50,500,Cash,accepted,2020-06-16
14110,1149,50,200,Debit Card,accepted,2020-06-16
14111,86,50,0,Cash,accepted,2020-06-16
14112,2132,50,500,Debit Card,accepted,2020-06-16
14113,2278,50,0,Paypal,accepted,2020-06-16
14114,1427,50,0,Cash,accepted,2020-06-16
14115,1118,50,500,Debit Card,accepted,2020-06-16
14116,327,50,0,Paypal,accepted,2020-06-16
14117,658,50,200,Cash,accepted,2020-06-16
14118,2165,50,500,Cash,accepted,2020-06-16
14119,1650,50,200,Debit Card,accepted,2020-06-16
14120,1871,50,200,Cash,accepted,2020-06-16
14121,1273,50,200,Paypal,accepted,2020-06-16
14122,961,50,200,Debit Card,accepted,2020-06-16
14123,848,50,500,Debit Card,accepted,2020-06-16
14124,742,50,200,Debit Card,rejected,2020-06-16
14125,2218,50,200,Cash,accepted,2020-06-16
14126,707,50,200,Debit Card,accepted,2020-06-16
14127,212,50,500,Cash,accepted,2020-06-16
14128,405,50,200,Cash,accepted,2020-06-16
14129,51,50,0,Paypal,accepted,2020-06-16
14130,1211,50,200,Cash,rejected,2020-06-16
14131,1430,50,0,Cash,rejected,2020-06-16
14132,1488,50,500,Cash,accepted,2020-06-16
14133,2445,50,500,Paypal,accepted,2020-06-16
14134,119,50,0,Paypal,rejected,2020-06-16
14135,1416,50,200,Paypal,rejected,2020-06-16
14136,2424,50,200,Debit Card,accepted,2020-06-16
14137,1866,50,500,Paypal,accepted,2020-06-16
14138,1345,50,200,Paypal,accepted,2020-06-16
14139,176,50,200,Cash,accepted,2020-06-16
14140,1912,50,200,Cash,accepted,2020-06-16
14141,17,50,500,Paypal,accepted,2020-06-16
14142,912,50,200,Debit Card,accepted,2020-06-16
14143,470,50,0,Cash,accepted,2020-06-16
14144,881,50,0,Paypal,rejected,2020-06-16
14145,101,50,500,Cash,accepted,2020-06-16
14146,790,50,200,Debit Card,accepted,2020-06-16
14147,2074,50,500,Paypal,rejected,2020-06-16
14148,982,50,200,Paypal,accepted,2020-06-16
14149,1384,50,200,Cash,accepted,2020-06-16
14150,1335,50,0,Debit Card,accepted,2020-06-16
14151,314,50,500,Debit Card,accepted,2020-06-16
14152,1480,50,500,Paypal,accepted,2020-06-16
14153,429,50,200,Cash,accepted,2020-06-16
14154,1518,50,200,Debit Card,accepted,2020-06-16
14155,983,50,500,Paypal,rejected,2020-06-16
14156,878,50,500,Cash,accepted,2020-06-16
14157,2312,50,500,Paypal,accepted,2020-06-16
14158,2481,50,200,Cash,accepted,2020-06-16
14159,825,50,0,Cash,accepted,2020-06-16
14160,1890,50,500,Debit Card,accepted,2020-06-16
14161,1896,50,0,Debit Card,accepted,2020-06-16
14162,1085,50,200,Paypal,accepted,2020-06-16
14163,1036,50,0,Cash,accepted,2020-06-16
14164,2387,50,500,Cash,accepted,2020-06-16
14165,1533,50,200,Cash,accepted,2020-06-16
14166,1876,50,0,Debit Card,accepted,2020-06-16
14167,1626,50,200,Cash,accepted,2020-06-16
14168,1538,50,500,Cash,accepted,2020-06-16
14169,1310,50,0,Debit Card,rejected,2020-06-16
14170,483,50,0,Cash,rejected,2020-06-16
14171,1922,50,0,Cash,accepted,2020-06-16
14172,2229,50,200,Cash,accepted,2020-06-16
14173,1973,50,200,Cash,accepted,2020-06-16
14174,1702,50,200,Paypal,rejected,2020-06-16
14175,1466,50,0,Cash,accepted,2020-06-16
14176,1898,50,500,Paypal,accepted,2020-06-16
14177,1860,50,500,Cash,accepted,2020-06-16
14178,1181,50,0,Paypal,rejected,2020-06-16
14179,361,50,0,Debit Card,accepted,2020-06-16
14180,1497,50,200,Cash,accepted,2020-06-16
14181,1999,50,0,Cash,accepted,2020-06-16
14182,2371,50,500,Cash,accepted,2020-06-16
14183,1681,50,0,Paypal,rejected,2020-06-16
14184,2111,50,500,Debit Card,accepted,2020-06-16
14185,683,50,500,Cash,accepted,2020-06-16
14186,2410,50,200,Cash,accepted,2020-06-16
14187,1972,50,500,Paypal,rejected,2020-06-16
14188,150,50,500,Paypal,accepted,2020-06-16
14189,1226,50,500,Cash,accepted,2020-06-16
14190,1111,50,500,Debit Card,accepted,2020-06-16
14191,642,50,0,Cash,accepted,2020-06-16
14192,1960,50,500,Paypal,accepted,2020-06-16
14193,2374,50,0,Paypal,accepted,2020-06-16
14194,1464,50,500,Debit Card,accepted,2020-06-16
14195,453,50,500,Cash,accepted,2020-06-16
14196,1783,50,200,Cash,accepted,2020-06-16
14197,1200,50,0,Debit Card,rejected,2020-06-16
14198,1096,50,500,Debit Card,accepted,2020-06-16
14199,282,50,500,Cash,rejected,2020-06-16
14200,1796,50,500,Paypal,accepted,2020-06-16
14201,1265,50,0,Paypal,accepted,2020-06-16
14202,234,50,0,Paypal,accepted,2020-06-16
14203,1676,50,500,Cash,accepted,2020-06-16
14204,614,50,0,Paypal,accepted,2020-06-16
14205,211,50,0,Cash,accepted,2020-06-16
14206,168,50,200,Debit Card,accepted,2020-06-16
14207,1885,50,0,Cash,rejected,2020-06-16
14208,2225,50,0,Cash,accepted,2020-06-16
14209,1540,50,200,Cash,rejected,2020-06-16
14210,1074,50,0,Cash,accepted,2020-06-16
14211,2134,50,500,Cash,accepted,2020-06-16
14212,149,50,500,Paypal,accepted,2020-06-16
14213,1368,50,200,Cash,accepted,2020-06-16
14214,943,50,0,Cash,accepted,2020-06-16
14215,393,50,500,Cash,accepted,2020-06-16
14216,2378,50,200,Cash,rejected,2020-06-16
14217,2325,50,0,Cash,accepted,2020-06-16
14218,55,50,500,Cash,accepted,2020-06-16
14219,1060,50,500,Cash,accepted,2020-06-16
14220,2198,50,500,Cash,accepted,2020-06-16
14221,1845,50,500,Debit Card,accepted,2020-06-16
14222,231,50,500,Cash,accepted,2020-06-16
14223,2130,50,200,Debit Card,accepted,2020-06-16
14224,19,50,0,Cash,accepted,2020-06-16
14225,1906,50,500,Cash,accepted,2020-06-16
14226,1190,50,500,Cash,accepted,2020-06-16
14227,689,50,0,Cash,accepted,2020-06-16
14228,2232,50,500,Paypal,rejected,2020-06-16
14229,1593,50,0,Cash,accepted,2020-06-16
14230,1970,50,200,Debit Card,accepted,2020-06-16
14231,242,50,0,Cash,accepted,2020-06-16
14232,606,50,500,Paypal,rejected,2020-06-16
14233,2449,50,200,Cash,accepted,2020-06-16
14234,162,50,200,Cash,rejected,2020-06-16
14235,1250,50,200,Debit Card,rejected,2020-06-16
14236,700,50,500,Debit Card,accepted,2020-06-16
14237,1508,50,200,Debit Card,rejected,2020-06-16
14238,1632,50,200,Cash,accepted,2020-06-16
14239,1363,50,500,Cash,accepted,2020-06-16
14240,1454,50,500,Cash,accepted,2020-06-16
14241,1234,50,0,Paypal,accepted,2020-06-16
14242,1369,50,500,Cash,accepted,2020-06-16
14243,1943,50,200,Cash,accepted,2020-06-16
14244,72,50,200,Debit Card,accepted,2020-06-16
14245,1493,50,500,Paypal,rejected,2020-06-16
14246,1927,50,0,Cash,rejected,2020-06-16
14247,69,50,0,Debit Card,accepted,2020-06-16
14248,188,50,0,Cash,rejected,2020-06-16
14249,1115,50,200,Cash,accepted,2020-06-16
14250,46,50,200,Paypal,accepted,2020-06-16
14251,793,50,500,Paypal,accepted,2020-06-16
14252,1405,50,0,Paypal,accepted,2020-06-16
14253,2022,50,500,Debit Card,rejected,2020-06-16
14254,355,50,200,Paypal,rejected,2020-06-16
14255,2101,50,0,Cash,rejected,2020-06-16
14256,111,50,500,Debit Card,rejected,2020-06-16
14257,540,50,200,Cash,rejected,2020-06-16
14258,323,50,500,Cash,accepted,2020-06-16
14259,774,50,200,Paypal,accepted,2020-06-16
14260,762,50,200,Paypal,accepted,2020-06-16
14261,924,50,200,Cash,accepted,2020-06-16
14262,415,50,200,Paypal,rejected,2020-06-16
14263,2080,50,500,Cash,accepted,2020-06-16
14264,685,50,0,Paypal,accepted,2020-06-16
14265,670,50,0,Cash,accepted,2020-06-16
14266,1178,50,200,Cash,accepted,2020-06-16
14267,625,50,500,Cash,accepted,2020-06-16
14268,1359,50,500,Debit Card,accepted,2020-06-16
14269,1674,50,500,Cash,accepted,2020-06-16
14270,1679,50,0,Cash,rejected,2020-06-16
14271,14,50,0,Cash,accepted,2020-06-16
14272,1467,50,200,Paypal,rejected,2020-06-16
14273,600,50,0,Cash,accepted,2020-06-16
14274,2211,50,500,Cash,accepted,2020-06-16
14275,494,50,0,Debit Card,accepted,2020-06-16
14276,2309,50,500,Paypal,rejected,2020-06-16
14277,763,50,0,Debit Card,rejected,2020-06-16
14278,2376,50,500,Cash,accepted,2020-06-16
14279,1670,50,0,Paypal,accepted,2020-06-16
14280,2093,50,0,Cash,rejected,2020-06-16
14281,2300,50,200,Paypal,accepted,2020-06-16
14282,950,50,200,Paypal,rejected,2020-06-16
14283,2160,50,0,Debit Card,rejected,2020-06-16
14284,692,50,200,Cash,rejected,2020-06-16
14285,264,50,500,Cash,rejected,2020-06-16
14286,1071,50,500,Cash,rejected,2020-06-16
14287,1634,50,200,Debit Card,accepted,2020-06-16
14288,1364,50,0,Debit Card,accepted,2020-06-16
14289,1050,50,0,Debit Card,accepted,2020-06-16
14290,195,50,0,Paypal,accepted,2020-06-16
14291,1863,50,500,Cash,accepted,2020-06-16
14292,531,50,0,Cash,accepted,2020-06-16
14293,1404,50,500,Paypal,accepted,2020-06-16
14294,127,50,200,Debit Card,accepted,2020-06-16
14295,49,50,200,Debit Card,rejected,2020-06-16
14296,1105,50,0,Cash,accepted,2020-06-16
14297,1843,50,0,Paypal,rejected,2020-06-16
14298,602,50,200,Cash,accepted,2020-06-16
14299,2366,50,500,Debit Card,accepted,2020-06-16
14300,584,50,200,Cash,accepted,2020-06-16
14301,2226,50,500,Cash,accepted,2020-06-16
14302,827,50,500,Cash,accepted,2020-06-16
14303,460,50,500,Paypal,rejected,2020-06-16
14304,1008,50,500,Cash,accepted,2020-06-16
14305,1080,50,200,Cash,accepted,2020-06-16
14306,1808,50,200,Cash,accepted,2020-06-16
14307,2472,50,0,Cash,accepted,2020-06-16
14308,2272,50,0,Debit Card,accepted,2020-06-16
14309,403,50,0,Cash,accepted,2020-06-16
14310,1551,50,500,Debit Card,accepted,2020-06-16
14311,1187,50,200,Paypal,accepted,2020-06-16
14312,1133,50,500,Debit Card,accepted,2020-06-16
14313,1874,50,500,Debit Card,accepted,2020-06-16
14314,1072,50,500,Cash,accepted,2020-06-16
14315,1271,50,0,Debit Card,accepted,2020-06-16
14316,342,50,0,Cash,accepted,2020-06-16
14317,110,50,200,Paypal,accepted,2020-06-16
14318,1894,50,500,Cash,accepted,2020-06-16
14319,2014,50,200,Debit Card,accepted,2020-06-16
14320,2394,50,0,Debit Card,rejected,2020-06-16
14321,767,50,500,Debit Card,accepted,2020-06-16
14322,864,50,0,Debit Card,accepted,2020-06-16
14323,181,50,500,Cash,accepted,2020-06-16
14324,1743,50,500,Cash,accepted,2020-06-16
14325,2003,50,0,Paypal,accepted,2020-06-16
14326,1753,50,200,Cash,rejected,2020-06-16
14327,751,50,200,Debit Card,accepted,2020-06-16
14328,1236,50,0,Paypal,accepted,2020-06-16
14329,555,50,500,Cash,accepted,2020-06-16
14330,2151,50,500,Cash,accepted,2020-06-16
14331,134,50,200,Cash,accepted,2020-06-16
14332,2,50,500,Debit Card,accepted,2020-06-16
14333,690,50,0,Cash,accepted,2020-06-16
14334,1643,50,0,Cash,accepted,2020-06-16
14335,817,50,0,Paypal,accepted,2020-06-16
14336,1627,50,200,Cash,accepted,2020-06-16
14337,1357,50,500,Cash,rejected,2020-06-16
14338,2018,50,200,Paypal,accepted,2020-06-16
14339,1207,50,0,Cash,accepted,2020-06-16
14340,2059,50,200,Paypal,accepted,2020-06-16
14341,412,50,500,Cash,accepted,2020-06-16
14342,151,50,500,Cash,accepted,2020-06-16
14343,2195,50,200,Cash,accepted,2020-06-16
14344,2455,50,0,Paypal,accepted,2020-06-16
14345,1087,50,200,Paypal,rejected,2020-06-16
14346,987,50,500,Debit Card,rejected,2020-06-16
14347,852,50,500,Paypal,accepted,2020-06-16
14348,682,50,500,Cash,accepted,2020-06-16
14349,2094,50,0,Cash,rejected,2020-06-16
14350,1022,50,500,Cash,accepted,2020-06-16
14351,1046,50,500,Paypal,accepted,2020-06-16
14352,103,50,200,Cash,accepted,2020-06-16
14353,1814,50,200,Paypal,accepted,2020-06-16
14354,1788,50,500,Cash,accepted,2020-06-16
14355,1300,50,500,Cash,accepted,2020-06-16
14356,1268,50,200,Cash,accepted,2020-06-16
14357,2454,50,200,Cash,accepted,2020-06-16
14358,1837,50,500,Debit Card,accepted,2020-06-16
14359,1135,50,200,Cash,rejected,2020-06-16
14360,1378,50,200,Cash,accepted,2020-06-16
14361,1709,50,0,Cash,accepted,2020-06-16
14362,585,50,500,Debit Card,accepted,2020-06-16
14363,1109,50,500,Paypal,accepted,2020-06-16
14364,365,50,200,Debit Card,accepted,2020-06-16
14365,1429,50,0,Debit Card,accepted,2020-06-16
14366,1043,50,500,Debit Card,accepted,2020-06-16
14367,771,50,500,Debit Card,accepted,2020-06-16
14368,1333,50,500,Paypal,accepted,2020-06-16
14369,1700,50,500,Cash,accepted,2020-06-16
14370,2428,50,0,Paypal,accepted,2020-06-16
14371,2037,50,200,Paypal,accepted,2020-06-16
14372,551,50,500,Paypal,accepted,2020-06-16
14373,764,50,200,Paypal,accepted,2020-06-16
14374,1633,50,0,Cash,accepted,2020-06-16
14375,256,50,200,Paypal,rejected,2020-06-16
14376,309,50,200,Debit Card,accepted,2020-06-16
14377,404,50,500,Paypal,accepted,2020-06-16
14378,1950,50,0,Cash,rejected,2020-06-16
14379,1635,50,0,Paypal,accepted,2020-06-16
14380,2389,50,200,Paypal,accepted,2020-06-16
14381,380,50,0,Debit Card,accepted,2020-06-16
14382,1470,50,500,Debit Card,accepted,2020-06-16
14383,1820,50,200,Cash,accepted,2020-06-16
14384,624,50,200,Cash,accepted,2020-06-16
14385,1720,50,0,Debit Card,accepted,2020-06-16
14386,556,50,500,Paypal,accepted,2020-06-16
14387,541,50,200,Paypal,accepted,2020-06-16
14388,572,50,500,Cash,accepted,2020-06-16
14389,1356,50,0,Paypal,accepted,2020-06-16
14390,1421,50,200,Debit Card,accepted,2020-06-16
14391,2172,50,0,Debit Card,accepted,2020-06-16
14392,1252,51,500,Cash,accepted,2020-07-12
14393,259,51,500,Cash,accepted,2020-07-12
14394,1293,51,1000,Cash,accepted,2020-07-12
14395,1464,51,700,Cash,rejected,2020-07-12
14396,641,51,500,Paypal,accepted,2020-07-12
14397,606,51,1000,Cash,accepted,2020-07-12
14398,915,51,500,Debit Card,accepted,2020-07-12
14399,1022,51,700,Debit Card,accepted,2020-07-12
14400,1522,51,1000,Cash,accepted,2020-07-12
14401,2079,51,2000,Cash,accepted,2020-07-12
14402,570,51,500,Debit Card,accepted,2020-07-12
14403,1069,51,700,Cash,accepted,2020-07-12
14404,412,51,500,Debit Card,rejected,2020-07-12
14405,608,51,1000,Cash,accepted,2020-07-12
14406,642,51,700,Debit Card,rejected,2020-07-12
14407,2016,51,700,Debit Card,accepted,2020-07-12
14408,1724,51,700,Cash,accepted,2020-07-12
14409,1334,51,1000,Cash,accepted,2020-07-12
14410,1804,51,700,Debit Card,accepted,2020-07-12
14411,2193,51,1000,Debit Card,accepted,2020-07-12
14412,244,51,1000,Cash,accepted,2020-07-12
14413,792,51,500,Debit Card,accepted,2020-07-12
14414,1992,51,1000,Debit Card,accepted,2020-07-12
14415,638,51,500,Cash,accepted,2020-07-12
14416,877,51,700,Paypal,accepted,2020-07-12
14417,1913,51,700,Paypal,rejected,2020-07-12
14418,1728,51,1000,Debit Card,accepted,2020-07-12
14419,1217,51,1000,Paypal,accepted,2020-07-12
14420,1787,51,1000,Paypal,accepted,2020-07-12
14421,1163,51,1000,Debit Card,accepted,2020-07-12
14422,2498,51,700,Debit Card,rejected,2020-07-12
14423,1738,51,500,Debit Card,accepted,2020-07-12
14424,2243,51,2000,Cash,accepted,2020-07-12
14425,2355,51,2000,Debit Card,accepted,2020-07-12
14426,262,51,700,Cash,rejected,2020-07-12
14427,1489,51,2000,Debit Card,accepted,2020-07-12
14428,1845,51,2000,Debit Card,accepted,2020-07-12
14429,1102,51,700,Debit Card,accepted,2020-07-12
14430,1097,51,500,Cash,rejected,2020-07-12
14431,2250,51,700,Debit Card,accepted,2020-07-12
14432,1666,51,700,Cash,accepted,2020-07-12
14433,1931,51,1000,Cash,accepted,2020-07-12
14434,1308,51,1000,Debit Card,accepted,2020-07-12
14435,1433,51,2000,Cash,accepted,2020-07-12
14436,1106,51,2000,Cash,accepted,2020-07-12
14437,325,51,1000,Debit Card,rejected,2020-07-12
14438,868,51,2000,Debit Card,accepted,2020-07-12
14439,764,51,2000,Paypal,accepted,2020-07-12
14440,253,51,500,Cash,accepted,2020-07-12
14441,1083,51,2000,Debit Card,accepted,2020-07-12
14442,1059,51,700,Cash,accepted,2020-07-12
14443,66,51,1000,Debit Card,accepted,2020-07-12
14444,1723,51,1000,Debit Card,rejected,2020-07-12
14445,459,51,700,Cash,accepted,2020-07-12
14446,1280,51,1000,Paypal,accepted,2020-07-12
14447,654,51,1000,Paypal,accepted,2020-07-12
14448,1974,51,700,Debit Card,accepted,2020-07-12
14449,1249,51,700,Debit Card,accepted,2020-07-12
14450,1226,51,700,Debit Card,rejected,2020-07-12
14451,892,51,1000,Debit Card,rejected,2020-07-12
14452,311,51,2000,Cash,accepted,2020-07-12
14453,213,51,700,Cash,accepted,2020-07-12
14454,1563,51,500,Debit Card,accepted,2020-07-12
14455,1254,51,500,Paypal,accepted,2020-07-12
14456,415,51,700,Paypal,accepted,2020-07-12
14457,1247,51,700,Debit Card,accepted,2020-07-12
14458,3,51,1000,Debit Card,accepted,2020-07-12
14459,846,51,700,Debit Card,accepted,2020-07-12
14460,40,51,500,Debit Card,accepted,2020-07-12
14461,1789,51,1000,Cash,accepted,2020-07-12
14462,2341,51,2000,Cash,rejected,2020-07-12
14463,1265,51,1000,Cash,rejected,2020-07-12
14464,1853,51,2000,Cash,accepted,2020-07-12
14465,1160,51,1000,Cash,accepted,2020-07-12
14466,2011,51,1000,Cash,accepted,2020-07-12
14467,466,51,700,Debit Card,rejected,2020-07-12
